Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
IBM,PQ,India,ITandInfrastructure,S5,175000,82,100,15,2020,5000
Infosys,LM,UK,Finance,S4,115000,77,135,15,2021,4000
TATA,AB,Japan,NULL,S2,125000,97,180,25,2022,6000
Accenture,XX,Canada,consulting,S3,115000,79,180,25,2022,6000
Infosys,LM,UAE,NULL,S7,100000,86,135,15,2022,4000
Genpact,XY,India,testing,NULL,125000,97,150,40,2021,8000
Infosys,BC,UK,RandD,S7,115000,82,270,20,2021,9000
HCL,AB,Japan,ITandInfrastructure,S1,100000,71,120,25,2018,10000
HCL,LM,Canada,Finance,S6,150000,84,120,15,2022,5000
Genpact,NULL,UK,Finance,NULL,200000,90,270,45,2016,3000
Zogho,NULL,UK,administration,S6,115000,71,150,25,2022,10000
TATA,XX,UK,NULL,NULL,100000,76,180,25,2019,4000
HCL,LM,Australia,RandD,S5,150000,77,135,20,2017,4000
TATA,AB,Germany,RandD,NULL,175000,94,270,45,2016,7000
Genpact,PQ,Japan,HR,S3,150000,87,180,40,2022,3000
Infosys,LM,UK,Finance,S1,125000,83,135,15,2020,4000
IBM,LM,Japan,ITandInfrastructure,S1,115000,96,100,35,2017,9000
Wipro,XY,Japan,consulting,S2,175000,100,270,15,2021,7000
TATA,NULL,Canada,RandD,S7,165000,99,100,40,2019,7000
HCL,NULL,Australia,administration,S5,150000,80,120,45,2020,6000
TATA,BC,France,RandD,S4,200000,85,210,30,2021,9000
Genpact,BC,Canada,HR,S1,175000,71,270,25,2016,9000
Oracle,BC,Germany,ITandInfrastructure,S4,115000,98,100,15,2016,5000
Genpact,LM,US,NULL,S6,115000,94,210,15,2017,7000
Wipro,XX,UAE,consulting,S2,150000,75,120,15,2019,5000
Infosys,LM,US,Finance,S6,150000,81,180,20,2016,7000
TATA,XY,Australia,RandD,S3,150000,92,270,50,2017,6000
Accenture,BC,UAE,HR,S3,165000,86,270,45,2022,3000
Accenture,XX,Germany,administration,S5,165000,81,100,15,2019,4000
Wipro,NULL,US,Finance,NULL,100000,72,100,30,2018,10000
Genpact,AB,UK,ITandInfrastructure,S2,200000,72,150,20,2016,6000
Genpact,PQ,Japan,RandD,S6,165000,70,100,45,2017,3000
Accenture,AB,Germany,ITandInfrastructure,NULL,200000,80,210,45,2021,9000
Infosys,LM,Japan,HR,S1,150000,90,120,15,2020,7000
TATA,XY,Canada,ITandInfrastructure,NULL,175000,82,270,40,2021,4000
Accenture,LM,Canada,HR,S3,200000,87,135,40,2017,4000
TATA,NN,Canada,ITandInfrastructure,S4,165000,71,120,20,2016,10000
Capgemini,BC,Canada,consulting,S2,165000,72,180,45,2021,3000
TATA,XX,Canada,Finance,S3,200000,81,100,20,2021,9000
Capgemini,AB,US,Finance,NULL,175000,90,100,50,2021,4000
Zogho,NULL,UAE,RandD,S6,175000,97,100,50,2019,5000
Capgemini,NN,UK,Finance,S1,175000,74,210,15,2022,9000
HCL,XX,UK,ITandInfrastructure,NULL,125000,98,135,25,2019,9000
TATA,BC,UAE,testing,NULL,165000,98,270,15,2021,8000
Infosys,PQ,Canada,NULL,S1,200000,77,120,30,2016,5000
IBM,XX,Japan,RandD,S3,115000,98,150,35,2018,8000
Capgemini,XY,Japan,Finance,S5,150000,87,180,50,2020,3000
Zogho,AB,Australia,testing,S5,125000,100,135,25,2020,5000
IBM,AB,UK,RandD,S1,115000,74,270,35,2017,9000
Accenture,NN,Japan,Finance,S6,115000,98,120,20,2016,4000
Wipro,PQ,UAE,testing,S4,175000,85,210,50,2021,10000
Accenture,BC,UK,testing,S2,165000,99,150,35,2018,5000
Genpact,NULL,UAE,RandD,S2,165000,90,100,50,2016,8000
IBM,PQ,US,ITandInfrastructure,S1,100000,91,120,25,2016,3000
Accenture,XY,UAE,ITandInfrastructure,S3,200000,91,100,30,2016,5000
Genpact,NN,Japan,RandD,S4,125000,72,180,50,2021,6000
Wipro,XY,India,Finance,S1,115000,81,135,45,2019,8000
Infosys,BC,Australia,RandD,S1,125000,79,100,20,2016,8000
Accenture,XX,US,administration,S3,200000,72,180,25,2021,6000
TATA,XX,Australia,ITandInfrastructure,S2,150000,99,150,15,2019,8000
Zogho,XX,Germany,consulting,S5,125000,87,270,50,2018,9000
Oracle,XY,UK,ITandInfrastructure,NULL,125000,82,150,30,2019,3000
Capgemini,NN,Canada,administration,S1,200000,80,135,30,2020,9000
Genpact,XX,Australia,HR,S3,200000,99,120,45,2020,9000
TATA,AB,UK,RandD,S3,175000,70,180,30,2017,9000
Genpact,XX,Japan,testing,S2,165000,92,180,15,2020,9000
Oracle,AB,US,consulting,S1,150000,74,210,15,2020,5000
Accenture,NN,France,Finance,S2,175000,74,120,50,2018,5000
Accenture,XY,UK,Finance,S2,125000,73,270,15,2019,10000
Oracle,NN,India,consulting,S7,150000,83,270,45,2018,4000
IBM,AB,France,HR,S7,100000,78,270,25,2019,3000
Wipro,NN,France,NULL,S7,100000,98,120,30,2020,3000
Oracle,BC,UAE,administration,S6,165000,89,135,35,2019,7000
Wipro,XX,Australia,administration,S2,100000,88,150,50,2017,4000
HCL,BC,UAE,HR,S6,100000,94,150,40,2022,6000
Oracle,LM,Germany,Finance,S7,175000,75,120,40,2021,8000
Infosys,BC,Australia,testing,S2,200000,99,135,50,2019,10000
Accenture,AB,Canada,testing,S3,100000,94,270,20,2018,9000
Genpact,NN,Japan,ITandInfrastructure,S4,200000,87,210,50,2017,5000
Zogho,LM,UK,administration,S3,115000,99,270,15,2018,4000
Infosys,NULL,India,ITandInfrastructure,S5,115000,90,180,35,2016,8000
Infosys,LM,UK,RandD,S4,115000,91,100,50,2017,4000
HCL,BC,India,testing,S4,165000,72,210,15,2020,9000
Infosys,BC,India,ITandInfrastructure,NULL,165000,77,135,45,2019,6000
IBM,XX,Australia,HR,S4,125000,96,210,20,2018,9000
Capgemini,NULL,Australia,NULL,NULL,165000,94,210,50,2019,8000
Zogho,NN,Japan,NULL,S3,115000,85,270,35,2019,4000
IBM,XX,France,HR,S2,115000,82,210,40,2017,3000
HCL,XY,UAE,testing,S1,165000,79,150,15,2020,4000
Oracle,AB,UAE,testing,S7,165000,80,270,15,2017,8000
IBM,LM,India,ITandInfrastructure,S2,115000,85,150,30,2021,4000
Oracle,LM,UAE,HR,S7,165000,71,135,35,2020,6000
Accenture,NN,France,RandD,S4,115000,80,150,35,2018,10000
Capgemini,PQ,US,HR,S3,175000,92,135,35,2016,7000
Genpact,BC,France,consulting,S7,100000,78,100,35,2019,8000
TATA,NULL,Canada,consulting,S1,115000,84,180,40,2019,6000
Infosys,LM,Japan,ITandInfrastructure,S3,115000,84,180,15,2019,3000
IBM,BC,Australia,RandD,S4,150000,88,100,35,2018,10000
Accenture,NULL,UAE,NULL,S3,165000,100,150,35,2022,6000
IBM,NULL,UAE,RandD,S2,165000,91,270,15,2022,10000
Capgemini,XY,UK,consulting,S1,100000,70,180,45,2018,8000
Wipro,XY,Japan,ITandInfrastructure,S6,115000,84,135,40,2018,9000
HCL,NN,UAE,testing,NULL,200000,95,150,50,2019,7000
Zogho,XY,Australia,testing,S5,115000,98,120,35,2016,7000
Oracle,XX,UK,RandD,S5,200000,79,120,40,2016,7000
Oracle,BC,India,RandD,S1,115000,94,180,25,2017,7000
TATA,XX,Australia,HR,S1,125000,84,120,35,2021,7000
Zogho,AB,Germany,testing,S2,200000,71,270,50,2020,8000
Accenture,NN,India,consulting,S7,175000,72,210,30,2018,7000
HCL,AB,US,HR,S1,175000,71,270,25,2017,8000
Genpact,AB,India,RandD,S1,100000,88,100,20,2017,3000
TATA,LM,UK,HR,S3,165000,96,210,45,2022,10000
TATA,LM,Australia,testing,S1,165000,99,270,30,2018,6000
Zogho,XX,US,testing,S3,100000,80,120,45,2016,7000
Zogho,LM,UAE,Finance,NULL,100000,98,210,15,2017,7000
TATA,XX,Australia,RandD,S5,200000,78,150,35,2019,7000
Genpact,NULL,Japan,consulting,S4,150000,91,120,25,2019,4000
TATA,NN,UAE,NULL,NULL,100000,88,270,40,2017,6000
Zogho,XY,UK,HR,S6,150000,90,100,30,2018,7000
IBM,NN,Australia,Finance,S4,175000,89,270,30,2016,7000
Capgemini,XX,UAE,ITandInfrastructure,S2,115000,70,100,45,2021,3000
Accenture,LM,UAE,RandD,S2,115000,86,210,35,2021,10000
Accenture,PQ,India,consulting,S1,165000,88,150,20,2020,8000
Infosys,BC,US,HR,NULL,200000,95,180,15,2018,6000
IBM,LM,Japan,RandD,S7,115000,71,270,15,2019,3000
Oracle,NN,US,testing,S1,125000,95,210,30,2021,4000
Infosys,XY,France,testing,S2,150000,74,180,30,2022,10000
HCL,LM,Australia,consulting,NULL,100000,95,100,50,2017,6000
HCL,XX,US,NULL,S5,165000,71,100,20,2018,5000
Wipro,AB,France,consulting,S7,150000,96,180,25,2016,4000
Genpact,AB,France,Finance,S2,200000,73,270,45,2021,9000
Zogho,PQ,US,testing,S1,150000,99,210,40,2016,6000
Oracle,XY,UK,NULL,S2,100000,84,120,50,2017,8000
Oracle,BC,Australia,administration,S4,175000,100,180,15,2016,6000
Accenture,PQ,Canada,ITandInfrastructure,S3,115000,82,210,20,2021,10000
IBM,XX,UK,Finance,NULL,150000,90,270,30,2019,9000
Infosys,XY,US,NULL,NULL,200000,70,100,15,2020,8000
Capgemini,PQ,India,NULL,S1,125000,90,135,35,2022,6000
Capgemini,AB,US,RandD,S7,175000,76,210,50,2020,5000
Oracle,AB,Australia,ITandInfrastructure,S2,115000,77,210,15,2022,3000
Oracle,XY,Japan,Finance,S4,100000,94,150,30,2019,7000
Infosys,AB,Japan,HR,S2,115000,78,120,35,2017,8000
Infosys,NN,Japan,consulting,S6,115000,81,135,20,2016,8000
TATA,LM,Australia,Finance,S5,200000,75,270,30,2021,5000
HCL,AB,Canada,consulting,S7,175000,91,180,45,2019,4000
Oracle,PQ,France,administration,S1,115000,71,100,30,2017,6000
Genpact,LM,Japan,Finance,S4,165000,87,100,35,2018,9000
Infosys,PQ,UK,administration,S6,125000,80,150,30,2022,6000
Accenture,PQ,UAE,ITandInfrastructure,S7,175000,88,100,40,2016,10000
TATA,NULL,UAE,NULL,S4,165000,78,180,35,2016,7000
Capgemini,BC,Japan,HR,S3,165000,75,210,35,2017,9000
Capgemini,XY,Germany,Finance,S6,100000,95,150,20,2016,8000
Accenture,LM,UK,ITandInfrastructure,S7,100000,93,135,25,2017,9000
Genpact,NULL,Canada,RandD,S6,115000,84,150,20,2016,9000
IBM,BC,Germany,HR,S3,175000,91,150,35,2021,8000
TATA,XX,Germany,Finance,S2,165000,84,150,30,2016,10000
IBM,BC,Japan,testing,S1,115000,89,135,35,2016,6000
Zogho,BC,Germany,RandD,S5,175000,75,150,25,2022,3000
Capgemini,XY,India,NULL,NULL,175000,99,270,45,2021,8000
IBM,PQ,Australia,testing,S6,200000,85,180,45,2021,9000
Genpact,BC,UK,Finance,S1,125000,90,270,20,2019,5000
Genpact,NN,France,NULL,S6,125000,77,210,45,2019,3000
Accenture,AB,Canada,NULL,S7,165000,85,270,15,2020,5000
Zogho,NN,UK,consulting,S4,125000,74,150,50,2019,3000
Accenture,LM,US,Finance,S3,100000,99,270,20,2020,3000
Wipro,LM,UK,consulting,S7,125000,71,135,40,2016,6000
Capgemini,AB,Japan,HR,S6,115000,94,120,15,2019,3000
HCL,PQ,Germany,Finance,NULL,150000,86,270,50,2017,6000
Genpact,XY,Canada,testing,S6,125000,97,100,15,2020,3000
IBM,XX,Japan,Finance,S6,200000,74,210,30,2021,3000
Genpact,BC,India,Finance,S7,115000,100,135,20,2021,8000
HCL,NN,Canada,HR,NULL,150000,71,270,50,2016,7000
Accenture,XX,US,administration,S7,200000,87,150,25,2019,6000
Genpact,BC,Australia,NULL,S7,200000,84,150,45,2020,5000
Oracle,BC,Germany,consulting,S2,115000,83,150,25,2020,7000
Zogho,NULL,UAE,testing,S2,150000,97,120,40,2016,9000
Zogho,LM,UK,testing,S1,100000,82,180,15,2022,10000
TATA,LM,Australia,testing,S1,125000,83,135,15,2018,10000
TATA,PQ,India,HR,S2,100000,98,120,35,2018,7000
Accenture,XX,UK,administration,S5,100000,92,120,40,2017,8000
Zogho,NN,Germany,administration,S1,175000,94,135,25,2017,5000
HCL,NN,Australia,consulting,S4,100000,80,180,20,2016,8000
Oracle,AB,France,administration,S3,115000,78,180,25,2021,5000
HCL,PQ,UK,consulting,S3,125000,91,270,50,2017,7000
IBM,XX,UK,administration,NULL,165000,100,135,20,2018,7000
TATA,BC,UK,NULL,S7,150000,88,135,50,2020,6000
Zogho,XY,UAE,administration,S6,175000,85,120,45,2019,9000
Infosys,LM,UAE,administration,S1,115000,71,150,45,2021,8000
Genpact,PQ,Canada,NULL,NULL,100000,98,100,35,2019,8000
TATA,NULL,UK,ITandInfrastructure,S6,100000,77,120,35,2019,9000
Genpact,NN,India,ITandInfrastructure,S7,175000,86,135,35,2016,10000
Oracle,PQ,Canada,consulting,S6,175000,87,135,40,2019,10000
HCL,NULL,France,administration,S5,175000,98,135,50,2018,8000
IBM,BC,India,RandD,S4,115000,81,210,30,2020,3000
Capgemini,LM,Germany,ITandInfrastructure,S5,165000,83,120,45,2018,3000
HCL,XY,Canada,testing,S3,165000,85,270,40,2016,9000
Capgemini,BC,Germany,Finance,NULL,165000,74,120,40,2021,8000
Oracle,XX,Australia,testing,S1,165000,74,270,20,2016,5000
Oracle,LM,Australia,ITandInfrastructure,S3,165000,89,100,25,2018,6000
Accenture,BC,UAE,ITandInfrastructure,S3,200000,75,135,30,2017,9000
IBM,AB,Japan,HR,S5,200000,74,270,15,2021,6000
Wipro,LM,Japan,RandD,S1,150000,79,100,45,2016,3000
Wipro,LM,India,testing,S6,200000,85,150,35,2018,4000
Accenture,NULL,US,RandD,S2,100000,91,120,25,2022,4000
Accenture,PQ,France,Finance,S7,200000,80,100,15,2017,6000
TATA,XX,India,RandD,S7,125000,85,100,50,2018,6000
Infosys,LM,Japan,administration,NULL,150000,88,210,20,2017,4000
Capgemini,NULL,India,Finance,S5,100000,91,180,35,2019,10000
Genpact,XX,UAE,HR,S6,175000,78,210,50,2018,10000
Genpact,PQ,US,RandD,S4,200000,84,150,40,2018,4000
Wipro,AB,Japan,HR,S3,150000,95,135,50,2020,9000
Oracle,PQ,Canada,administration,S5,150000,99,120,50,2019,10000
Zogho,NULL,UK,testing,S5,150000,77,135,25,2021,8000
Genpact,XY,UK,HR,S1,150000,86,210,45,2018,7000
Accenture,BC,UK,consulting,S7,165000,84,100,50,2016,6000
Accenture,NULL,Japan,RandD,S4,150000,99,135,40,2016,7000
Zogho,NN,UK,testing,NULL,165000,77,100,20,2016,10000
Genpact,PQ,Australia,testing,NULL,115000,99,100,40,2017,3000
Capgemini,NN,Japan,testing,NULL,175000,97,100,20,2022,9000
IBM,AB,Japan,consulting,S5,115000,100,180,20,2016,5000
IBM,AB,Australia,RandD,S1,115000,73,180,50,2020,7000
Infosys,PQ,UK,ITandInfrastructure,NULL,165000,81,150,40,2017,8000
Zogho,AB,Germany,Finance,S5,100000,92,100,15,2017,3000
Zogho,AB,India,RandD,S4,200000,71,120,35,2016,9000
Genpact,BC,India,NULL,S4,125000,70,135,50,2017,3000
Wipro,BC,Australia,testing,S2,200000,100,135,45,2020,5000
Genpact,XY,India,RandD,NULL,115000,100,180,15,2016,9000
Accenture,PQ,Canada,Finance,S4,165000,92,100,25,2022,8000
Oracle,AB,US,NULL,S1,165000,79,100,50,2021,3000
IBM,BC,US,HR,S6,200000,80,120,40,2017,8000
Infosys,AB,Canada,administration,S1,175000,89,180,50,2017,6000
Zogho,XY,UAE,consulting,NULL,200000,84,135,20,2017,6000
Capgemini,XX,Canada,Finance,S4,200000,72,100,30,2017,5000
Infosys,LM,UK,RandD,S5,150000,72,270,40,2016,5000
Oracle,XY,India,HR,S2,165000,72,270,15,2021,9000
HCL,PQ,Japan,HR,S4,100000,86,120,40,2018,3000
HCL,AB,France,administration,S4,100000,91,120,40,2022,3000
Zogho,BC,US,RandD,S2,150000,93,150,35,2018,3000
Zogho,LM,UK,ITandInfrastructure,NULL,125000,89,180,20,2019,5000
Capgemini,NULL,Japan,testing,S2,150000,70,150,20,2018,8000
TATA,NULL,Germany,consulting,S6,100000,70,135,20,2018,4000
Oracle,NN,France,administration,S4,115000,99,210,35,2022,10000
HCL,PQ,US,testing,S2,115000,79,180,50,2019,10000
HCL,PQ,Australia,RandD,S3,165000,78,135,30,2020,6000
Infosys,AB,Germany,RandD,S6,100000,81,150,30,2020,3000
Capgemini,PQ,France,testing,S7,150000,82,100,30,2020,8000
Accenture,BC,Japan,RandD,NULL,100000,87,210,35,2019,9000
Wipro,XY,UAE,ITandInfrastructure,S3,165000,74,100,35,2019,3000
IBM,XY,Australia,Finance,NULL,165000,84,270,35,2018,10000
Zogho,PQ,UK,consulting,S1,125000,92,120,25,2016,3000
Capgemini,NULL,Australia,Finance,S3,115000,76,120,45,2018,8000
Zogho,XX,UK,ITandInfrastructure,S7,125000,73,150,50,2022,8000
IBM,AB,Australia,testing,S1,165000,84,100,35,2019,7000
Capgemini,BC,India,HR,S2,115000,73,150,20,2016,8000
Genpact,PQ,France,NULL,NULL,115000,89,150,15,2017,10000
IBM,NN,India,HR,S1,200000,100,120,50,2022,7000
HCL,PQ,Germany,RandD,S1,100000,100,120,20,2017,5000
Zogho,NN,France,NULL,S3,125000,76,100,45,2022,4000
Zogho,XX,India,RandD,S6,165000,77,210,20,2020,10000
Accenture,XY,Australia,HR,NULL,165000,84,100,25,2022,3000
IBM,LM,US,ITandInfrastructure,NULL,175000,71,100,35,2017,9000
Infosys,NULL,UAE,RandD,S5,175000,98,135,40,2022,6000
Genpact,LM,India,NULL,S2,115000,74,180,20,2017,6000
Wipro,XX,UAE,RandD,S5,125000,73,150,20,2018,10000
Accenture,AB,Canada,testing,S3,200000,71,150,35,2016,8000
Genpact,XY,UAE,HR,NULL,165000,80,210,35,2019,10000
Accenture,AB,Japan,ITandInfrastructure,S1,175000,88,180,25,2020,4000
Oracle,NULL,Canada,testing,S4,125000,98,150,40,2021,6000
IBM,PQ,Australia,testing,S6,150000,92,150,45,2022,6000
IBM,NN,Japan,consulting,S6,165000,76,270,30,2016,3000
Genpact,PQ,Germany,administration,NULL,150000,80,135,35,2016,10000
TATA,NULL,France,NULL,S4,150000,82,270,25,2018,5000
Accenture,NN,Germany,testing,NULL,200000,93,270,20,2020,7000
IBM,NN,Japan,consulting,S6,150000,96,120,40,2017,8000
TATA,NN,Canada,consulting,S3,165000,97,150,20,2019,4000
IBM,AB,Australia,NULL,S4,200000,77,120,15,2017,8000
Genpact,BC,India,consulting,S2,165000,73,120,30,2022,10000
Accenture,LM,Canada,HR,S1,125000,95,180,45,2016,3000
Zogho,XY,Japan,testing,S5,165000,78,180,45,2018,3000
Capgemini,XY,Australia,consulting,S6,165000,70,135,40,2017,6000
TATA,AB,Canada,testing,S1,165000,96,270,40,2017,7000
Capgemini,NULL,Australia,ITandInfrastructure,S5,175000,88,270,35,2019,4000
Capgemini,BC,Germany,Finance,S7,115000,85,180,45,2021,8000
TATA,BC,Australia,Finance,S4,165000,72,180,45,2017,5000
Capgemini,NULL,Australia,testing,S1,125000,95,270,50,2018,3000
Infosys,BC,India,NULL,S5,165000,78,100,50,2017,5000
IBM,PQ,Japan,HR,S1,200000,70,100,20,2017,10000
Genpact,LM,UK,administration,S2,200000,83,150,15,2021,4000
Genpact,LM,Canada,RandD,S1,175000,81,100,45,2018,6000
Accenture,LM,Germany,ITandInfrastructure,S4,165000,91,180,20,2018,5000
Genpact,NULL,Japan,consulting,S5,165000,92,270,30,2019,7000
Capgemini,LM,Japan,administration,S3,125000,78,135,20,2018,7000
Genpact,XX,Canada,Finance,S5,125000,95,270,35,2022,6000
Accenture,NN,India,consulting,S7,175000,87,150,45,2021,8000
Infosys,NN,Canada,HR,S3,165000,73,150,20,2016,6000
IBM,BC,UK,consulting,S2,165000,89,100,25,2020,5000
Genpact,BC,UAE,ITandInfrastructure,S6,165000,70,120,40,2019,10000
Capgemini,XX,US,Finance,S3,200000,82,100,20,2017,9000
Wipro,XY,France,NULL,S1,125000,90,180,25,2017,4000
HCL,LM,Canada,Finance,S6,165000,77,270,15,2019,4000
HCL,XX,Australia,testing,S3,115000,72,270,50,2016,6000
Capgemini,PQ,Japan,ITandInfrastructure,S2,100000,92,180,20,2020,9000
Oracle,NULL,Canada,RandD,S2,165000,99,270,40,2017,7000
Capgemini,XY,Germany,NULL,NULL,175000,88,210,35,2022,7000
Zogho,NULL,UAE,ITandInfrastructure,S7,100000,97,180,35,2022,4000
Accenture,AB,Australia,RandD,S3,125000,71,150,15,2017,6000
Accenture,AB,Australia,NULL,S1,200000,87,270,30,2016,8000
Infosys,XY,Japan,consulting,S3,200000,99,270,15,2019,9000
Genpact,XY,Canada,HR,NULL,165000,100,100,45,2022,9000
Capgemini,XX,US,HR,S1,175000,97,100,20,2021,8000
Wipro,LM,US,RandD,S2,200000,83,100,45,2017,3000
Genpact,XY,Canada,Finance,NULL,100000,73,270,20,2018,3000
Accenture,LM,UK,Finance,S6,115000,85,180,20,2016,9000
Genpact,AB,India,testing,S5,150000,87,120,30,2018,4000
Wipro,XY,US,RandD,NULL,100000,76,180,50,2020,7000
HCL,BC,US,administration,S3,175000,77,270,45,2022,8000
Oracle,LM,Australia,consulting,S4,150000,79,120,40,2022,9000
HCL,PQ,France,consulting,S3,115000,82,210,45,2019,8000
IBM,XY,UK,HR,S2,165000,97,150,30,2020,4000
Oracle,NULL,Australia,testing,S7,100000,88,180,15,2020,4000
HCL,BC,Japan,consulting,S2,165000,73,150,50,2020,4000
Genpact,XY,UAE,testing,S1,165000,83,120,35,2016,7000
Wipro,NULL,India,consulting,S1,175000,75,210,40,2021,5000
HCL,NN,France,administration,S7,150000,83,100,25,2021,4000
Zogho,BC,Australia,Finance,S5,165000,82,120,40,2020,4000
HCL,XY,UAE,RandD,S2,200000,83,210,35,2016,6000
TATA,NN,India,consulting,S3,115000,89,180,40,2022,6000
Infosys,NN,UK,Finance,S7,100000,71,100,20,2018,5000
IBM,XX,Japan,consulting,NULL,125000,97,210,20,2022,3000
Wipro,XY,Germany,Finance,S7,200000,76,210,25,2018,6000
Infosys,NN,France,RandD,S7,175000,90,210,45,2021,4000
Accenture,LM,UK,administration,S4,100000,85,135,20,2022,6000
Capgemini,NULL,Germany,ITandInfrastructure,S7,115000,93,270,40,2018,5000
Oracle,XX,India,NULL,S7,115000,75,100,35,2017,3000
Accenture,NN,Canada,NULL,S2,125000,94,100,20,2020,6000
Wipro,NN,UAE,RandD,S4,165000,81,210,45,2020,7000
Capgemini,NN,UK,RandD,S2,165000,93,270,30,2020,7000
Genpact,XX,Australia,RandD,NULL,100000,79,270,15,2021,6000
Wipro,XX,Germany,HR,S7,125000,82,100,30,2016,5000
HCL,PQ,Germany,Finance,S1,165000,86,270,35,2019,10000
Accenture,BC,UK,ITandInfrastructure,S6,125000,80,180,50,2020,5000
Genpact,XY,India,HR,S5,125000,77,135,25,2021,3000
Infosys,NN,US,Finance,NULL,200000,100,100,15,2022,10000
Accenture,LM,UK,HR,S6,115000,93,180,50,2018,7000
Oracle,PQ,France,administration,S1,175000,94,180,40,2020,4000
Oracle,AB,Germany,Finance,S3,125000,77,210,35,2021,8000
Zogho,XY,Japan,testing,NULL,165000,88,100,45,2019,6000
IBM,XY,US,Finance,NULL,175000,85,100,40,2022,8000
Wipro,NN,Australia,HR,S4,165000,80,100,15,2022,6000
Wipro,NULL,UK,consulting,S5,165000,78,150,40,2016,9000
IBM,LM,Germany,NULL,S1,150000,82,150,20,2022,4000
HCL,LM,Germany,testing,S2,165000,70,270,30,2017,9000
Genpact,PQ,Japan,testing,S4,175000,84,100,25,2021,10000
Infosys,PQ,US,RandD,S1,175000,77,100,25,2017,10000
IBM,AB,France,NULL,S4,150000,83,135,45,2022,9000
TATA,PQ,UAE,Finance,S3,150000,77,120,40,2017,6000
IBM,BC,France,RandD,NULL,100000,100,150,50,2017,3000
Wipro,XX,UK,NULL,S2,175000,100,180,30,2022,9000
Zogho,XY,UK,consulting,S6,125000,73,210,35,2022,8000
Accenture,AB,UK,NULL,S4,165000,90,100,35,2022,4000
Genpact,AB,UAE,HR,S5,175000,83,210,30,2021,4000
TATA,XY,India,NULL,S7,100000,91,270,30,2018,4000
Infosys,NN,US,ITandInfrastructure,S2,115000,99,180,30,2016,10000
Oracle,BC,Canada,Finance,S2,115000,83,150,20,2019,7000
Zogho,PQ,Japan,ITandInfrastructure,NULL,125000,100,210,45,2016,3000
Wipro,LM,India,administration,S6,100000,83,135,35,2018,4000
TATA,NULL,France,testing,S5,100000,79,180,50,2021,9000
Capgemini,LM,Germany,consulting,S6,115000,97,135,40,2017,7000
TATA,XX,UK,administration,S3,150000,87,210,45,2020,4000
Accenture,PQ,Canada,consulting,S1,115000,74,150,15,2017,7000
Accenture,LM,India,Finance,S3,165000,89,120,15,2019,3000
Oracle,PQ,US,HR,S6,150000,86,180,30,2016,5000
Oracle,PQ,UK,NULL,S4,150000,98,210,15,2022,4000
Genpact,AB,France,HR,S7,115000,89,150,25,2020,7000
Capgemini,NULL,US,consulting,S6,200000,75,180,25,2017,4000
Capgemini,PQ,Japan,NULL,S2,165000,97,180,25,2018,8000
Capgemini,AB,US,ITandInfrastructure,S4,165000,86,150,45,2017,3000
Infosys,XY,Canada,testing,S3,125000,87,100,35,2016,4000
Capgemini,NN,US,HR,NULL,150000,82,100,15,2018,3000
Accenture,BC,US,ITandInfrastructure,S7,125000,93,100,20,2019,8000
Zogho,LM,Japan,administration,S5,165000,79,120,15,2021,10000
Accenture,LM,US,Finance,S4,175000,98,135,50,2022,4000
Infosys,XX,Germany,testing,S2,150000,92,100,15,2020,8000
Genpact,XY,Japan,administration,S7,175000,79,210,40,2017,6000
Wipro,XY,UAE,RandD,S7,150000,95,210,30,2021,10000
Wipro,LM,India,administration,S1,100000,84,120,40,2020,4000
Accenture,NULL,UAE,ITandInfrastructure,S3,115000,81,180,15,2018,9000
IBM,BC,India,testing,S1,115000,93,120,35,2016,9000
Infosys,NN,Canada,Finance,S1,115000,86,120,35,2021,8000
Accenture,LM,Japan,administration,S5,150000,87,120,35,2019,5000
Zogho,PQ,US,NULL,S1,100000,88,210,30,2016,6000
Oracle,LM,India,ITandInfrastructure,S4,100000,80,210,50,2021,4000
IBM,BC,Australia,ITandInfrastructure,S4,115000,93,135,50,2019,5000
Infosys,XX,France,ITandInfrastructure,NULL,175000,82,180,40,2017,5000
TATA,NN,Canada,HR,S6,115000,96,270,45,2022,3000
IBM,XY,Australia,Finance,S1,165000,89,150,30,2017,3000
